Boat Name,gear_type
Kitango,Gillnet
Hainashaka,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Hainashaka,Ring_net
Juma Ali Khamis,Longline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jannati,Handline
Jamila,Handline
Jamila,Handline
Al Farooq,Handline
Kwa roho safi,Handline
Big up,Ring_net
Big up,Ring_net
Yatakwisha,Handline
Big up,Ring_net
Jamila,Handline
Zam Zam,Ring_net
Zam Zam,Ring_net
Jannati,Handline
Jannati,Handline
Zam Zam,Ring_net
Zam Zam,Ring_net
LAZIZI,Seine
LAZIZI,Seine
Jannati,Handline
Jannati,Handline
Jannati,Handline
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Taysir,Ring_net
Taysir,Ring_net
Jamila,Handline
Ulezi Kazi,Unknown
Suleiman Shariff Haji,Longline
Baba Wawili,Handline
Jitihada,Ring_net
Hasbiyaallah,Ring_net
Uzuri Ngamani,Handline
Suleiman Shariff Haji,Longline
Uzuri Ngamani,Handline
Uzuri Ngamani,Handline
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Imani,Handline
Imani,Handline
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Kitango,Gillnet
Kitango,Gillnet
Imani,Handline
Sina haja,Handline
Ulezi Kazi,Unknown
Sikuhazigandi 2,Unknown
Sikuhazigandi 2,Unknown
Jamila,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Jamila,Handline
Hasbiyaallah,Ring_net
Focus,Ring_net
ZinaMola,Handline
MASHALLAH-Pelagic 393823,Unknown
Imani,Handline
Nashukuru,Gillnet
LAZIZI,Seine
Zingatia,Unknown
Salum Omar Khatib,Gillnet
LAZIZI,Seine
Kitango,Gillnet
Yanini yote hayo,Ring_net
BinAyubu,Ring_net
Cheka nao,Longline
Arhama,Ring_net
Yatakwisha,Handline
LAZIZI,Seine
LAZIZI,Seine
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
DUA 2,Unknown
DUA 2,Unknown
DUA 2,Unknown
Jamila,Handline
DUA 2,Unknown
Jamila,Handline
Mashaallah,Ring_net
Mashaallah,Ring_net
Muhsin,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
LAZIZI,Seine
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Muomba Mungu Hachoki,Unknown
Maswabirina,Handline
Maswabirina,Handline
Maswabirina,Handline
Maswabirina,Handline
Maswabirina,Handline
Maswabirina,Handline
Imani,Handline
Hazal,Ring_net
LAZIZI,Seine
LAZIZI,Seine
Kitango,Gillnet
Kilma moja,Trap
Zingatia,Unknown
Salum Omar Khatib,Gillnet
Arhama,Ring_net
BinAyubu,Ring_net
Sina haja,Handline
Maswabirina,Handline
Kocha,Longline
Uzuri Ngamani,Handline
Suleiman Shariff Haji,Longline
Suleiman Shariff Haji,Longline
Uzuri Ngamani,Handline
Uzuri Ngamani,Handline
Hasbiyaallah,Ring_net
Jannati,Handline
Jamila,Handline
Mashallah,Unknown
Nashukuru,Gillnet
LAZIZI,Seine
LAZIZI,Seine
Mustafa Makame Msina,Gillnet
Nashukuru,Gillnet
Mustafa Makame Msina,Gillnet
Imani,Handline
Big up,Ring_net
Big up,Ring_net
Masamaki,Gillnet
Big up,Ring_net
Kwa roho safi,Handline
Cheka nao,Longline
Moyo tulia,Longline
Mustafa Makame Msina,Gillnet
Zam Zam,Ring_net
Amani,Handline
LAZIZI,Seine
Kisuna,Ring_net
Taysir,Ring_net
Big up,Ring_net
LAZIZI,Seine
Focus,Ring_net
Al Farooq,Handline
Baba Wawili,Handline
Kisuna,Ring_net
LAZIZI,Seine
Tanzilu,Ring_net
LAZIZI,Seine
Sikuhazigandi 2,Unknown
Angalia Mbele,Ring_net
Masamaki,Gillnet
Asma Han,Handline
Zam Zam,Ring_net
Moyo tulia,Longline
Kambi popote,Unknown
LAZIZI,Seine
Angalia Mbele,Ring_net
Jitihada,Ring_net
Mustafa Makame Msina,Gillnet
Kisuna,Ring_net
Cheka nao,Longline
ZinaMola,Handline
Zingatia,Unknown
Tizamani,Trap
Big up,Ring_net
Nashukuru,Gillnet
Kisuna,Ring_net
Jitihada,Ring_net
Salum Omar Khatib,Gillnet
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Yatakwisha,Handline
Hainashaka,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
LAZIZI,Seine
BinAyubu,Ring_net
Kocha,Longline
Hainashaka,Ring_net
Arhama,Ring_net
Focus,Ring_net
Kitango,Gillnet
Shufaa,Gillnet
LAZIZI,Seine
Sina haja,Handline
Kisuna,Ring_net
SEAZONE,Handline
LAZIZI,Seine
LAZIZI,Seine
Chumu Juma Rajab,Gillnet
Juma Ali Khamis,Longline
Tizamani,Trap
Cheka nao,Longline
Kisuna,Ring_net
Kitango,Gillnet
Kocha,Longline
Shufaa,Gillnet
LAZIZI,Seine
Cheka nao,Longline
Chumu Juma Rajab,Gillnet
Kisuna,Ring_net
Juma Ali Khamis,Longline
Maokoto,Gillnet
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Kitango,Gillnet
Nashukuru,Gillnet
Yatakwisha,Handline
Kilma moja,Trap
Tizamani,Trap
Kwa roho safi,Handline
ZinaMola,Handline
Imani,Handline
Salum Omar Khatib,Gillnet
Zingatia,Unknown
Hainashaka,Ring_net
Hasbiyaallah,Ring_net
Kisuna,Ring_net
LAZIZI,Seine
SEAZONE,Handline
Moyo tulia,Longline
Hasbiyaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Hainashaka,Ring_net
Kocha,Longline
Sina haja,Handline
Chumu Juma Rajab,Gillnet
Segere,Gillnet
MASHALLAH-Pelagic 393823,Unknown
Maokoto,Gillnet
Kwa roho safi,Handline
Mwene96,Longline
Mwene96,Longline
Mwene96,Longline
Tizamani,Trap
ZinaMola,Handline
Yatakwisha,Handline
Salum Omar Khatib,Gillnet
Kitango,Gillnet
Kitango,Gillnet
ZinaMola,Handline
Kwa roho safi,Handline
Imani,Handline
Focus,Ring_net
Focus,Ring_net
Maokoto,Gillnet
LAZIZI,Seine
Kisuna,Ring_net
Moyo tulia,Longline
Kocha,Longline
Mashaallah,Ring_net
Mashaallah,Ring_net
Big up,Ring_net
Eejamani,Ring_net
Hasbiyaallah,Ring_net
Segere,Gillnet
Al Farooq,Handline
Chumu Juma Rajab,Gillnet
Haina shehe,Gillnet
Juma Ali Khamis,Longline
Bora kazi,Longline
Uzuri Ngamani,Handline
Uzuri Ngamani,Handline
Maokoto,Gillnet
Nashukuru,Gillnet
Fikra zao Mkoani,Ring_net
Tajiri mtoto,Ring_net
Focus,Ring_net
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Imani,Handline
Kwa roho safi,Handline
Kilma moja,Trap
Kitango,Gillnet
Salum Omar Khatib,Gillnet
Tizamani,Trap
SEAZONE,Handline
Kisuna,Ring_net
Zingatia,Unknown
ZinaMola,Handline
MASHALLAH-Pelagic 393823,Unknown
Arhama,Ring_net
BinAyubu,Ring_net
Big up,Ring_net
LAZIZI,Seine
Fikra zao Mkoani,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Moyo tulia,Longline
SEAZONE,Handline
Al Farooq,Handline
Kocha,Longline
Bora kazi,Longline
Segere,Gillnet
Chumu Juma Rajab,Gillnet
Sina haja,Handline
Tajiri mtoto,Ring_net
Eejamani,Ring_net
Maokoto,Gillnet
Haina shehe,Gillnet
Bora kazi,Longline
Kisuna,Ring_net
Hasbiyaallah,Ring_net
Focus,Ring_net
Kwa roho safi,Handline
Juma Ali Khamis,Longline
Salum Omar Khatib,Gillnet
ZinaMola,Handline
Yatakwisha,Handline
Tizamani,Trap
Imani,Handline
Al Farooq,Handline
Zingatia,Unknown
Kitango,Gillnet
Big up,Ring_net
Mwene96,Longline
MASHALLAH-Pelagic 393823,Unknown
Kocha,Longline
Focus,Ring_net
LAZIZI,Seine
Mashaallah,Ring_net
Mashaallah,Ring_net
BinAyubu,Ring_net
Eejamani,Ring_net
Nashukuru,Gillnet
Tajiri mtoto,Ring_net
Haina shehe,Gillnet
Moyo tulia,Longline
Big up,Ring_net
Al Farooq,Handline
Arhama,Ring_net
Hasbiyaallah,Ring_net
Ndio dunia,Ring_net
MASHALLAH-Pelagic 393823,Unknown
Chumu Juma Rajab,Gillnet
Bora kazi,Longline
Maokoto,Gillnet
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Nashukuru,Gillnet
Kwa roho safi,Handline
Juma Ali Khamis,Longline
Imani,Handline
Kilma moja,Trap
Al Farooq,Handline
ZinaMola,Handline
Salum Omar Khatib,Gillnet
Zingatia,Unknown
ZinaMola,Handline
Fikra zao Mkoani,Ring_net
Hasbiyaallah,Ring_net
Al Farooq,Handline
BinAyubu,Ring_net
Arhama,Ring_net
Tajiri mtoto,Ring_net
Eejamani,Ring_net
Big up,Ring_net
Moyo tulia,Longline
Mashaallah,Ring_net
Mashaallah,Ring_net
Kocha,Longline
Haina shehe,Gillnet
Kisuna,Ring_net
SEAZONE,Handline
Chumu Juma Rajab,Gillnet
Sina haja,Handline
Bora kazi,Longline
Ndio dunia,Ring_net
Segere,Gillnet
Maokoto,Gillnet
Kwa roho safi,Handline
Imani,Handline
Juma Ali Khamis,Longline
Juma Ali Khamis,Longline
Fikra zao Mkoani,Ring_net
MASHALLAH-Pelagic 393823,Unknown
Kitango,Gillnet
Kitango,Gillnet
Hainashaka,Ring_net
Salum Omar Khatib,Gillnet
ZinaMola,Handline
Mashallah,Unknown
Tajiri mtoto,Ring_net
ZinaMola,Handline
Zingatia,Unknown
Nashukuru,Gillnet
Jitihada,Ring_net
Tizamani,Trap
Focus,Ring_net
Yatakwisha,Handline
Hasbiyaallah,Ring_net
Arhama,Ring_net
Tajiri mtoto,Ring_net
BinAyubu,Ring_net
Moyo tulia,Longline
Eejamani,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Kocha,Longline
Big up,Ring_net
Ndio dunia,Ring_net
Haina shehe,Gillnet
Kisuna,Ring_net
MASHALLAH-Pelagic 393823,Unknown
Segere,Gillnet
Al Farooq,Handline
Maokoto,Gillnet
Focus,Ring_net
Kwa roho safi,Handline
Salum Omar Khatib,Gillnet
Fikra zao Mkoani,Ring_net
Hainashaka,Ring_net
Kitango,Gillnet
ZinaMola,Handline
ZinaMola,Handline
Shufaa,Gillnet
Shufaa,Gillnet
Shufaa,Gillnet
Shufaa,Gillnet
Shufaa,Gillnet
Shufaa,Gillnet
BinAyubu,Ring_net
Sina haja,Handline
Arhama,Ring_net
Kocha,Longline
Moyo tulia,Longline
SEAZONE,Handline
Mashaallah,Ring_net
Mashaallah,Ring_net
Eejamani,Ring_net
Big up,Ring_net
Al Farooq,Handline
Haina shehe,Gillnet
Zam Zam,Ring_net
Kisuna,Ring_net
Hasbiyaallah,Ring_net
MASHALLAH-Pelagic 393823,Unknown
Tajiri mtoto,Ring_net
Maokoto,Gillnet
Ndio dunia,Ring_net
Jitihada,Ring_net
Nashukuru,Gillnet
Fikra zao Mkoani,Ring_net
Kwa roho safi,Handline
Imani,Handline
Tizamani,Trap
Big up,Ring_net
Juma Ali Khamis,Longline
Hasbiyaallah,Ring_net
Zingatia,Unknown
ZinaMola,Handline
Big up,Ring_net
LAZIZI,Seine
Kisuna,Ring_net
BinAyubu,Ring_net
Kocha,Longline
Arhama,Ring_net
Tajiri mtoto,Ring_net
Moyo tulia,Longline
Hasbiyaallah,Ring_net
Zam Zam,Ring_net
Mwene96,Longline
Ndio dunia,Ring_net
Nashukuru,Gillnet
Bora kazi,Longline
Imani,Handline
Kwa roho safi,Handline
Juma Ali Khamis,Longline
Big up,Ring_net
Salum Omar Khatib,Gillnet
Kitango,Gillnet
Kitango,Gillnet
Tizamani,Trap
Zingatia,Unknown
Mustafa Makame Msina,Gillnet
ZinaMola,Handline
Bora Miadi,Handline
Yatakwisha,Handline
BinAyubu,Ring_net
Arhama,Ring_net
Moyo tulia,Longline
Kocha,Longline
Mashaallah,Ring_net
Mashaallah,Ring_net
Big up,Ring_net
LAZIZI,Seine
Eejamani,Ring_net
Kisuna,Ring_net
Shufaa,Gillnet
Sina haja,Handline
Ndio dunia,Ring_net
Jitihada,Ring_net
MASHALLAH-Pelagic 393823,Unknown
Haina shehe,Gillnet
Tizamani,Trap
Juma Ali Khamis,Longline
Hasbiyaallah,Ring_net
Kwa roho safi,Handline
Imani,Handline
Yatakwisha,Handline
Nashukuru,Gillnet
Chumu Juma Rajab,Gillnet
Big up,Ring_net
Bora kazi,Longline
Kitango,Gillnet
ZinaMola,Handline
Bora Miadi,Handline
Hainashaka,Ring_net
Nashukuru,Gillnet
ZinaMola,Handline
BinAyubu,Ring_net
Hainashaka,Ring_net
Zingatia,Unknown
SEAZONE,Handline
Moyo tulia,Longline
Big up,Ring_net
Zam Zam,Ring_net
Eejamani,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
LAZIZI,Seine
MASHALLAH-Pelagic 393823,Unknown
Mustafa Makame Msina,Gillnet
Mwene96,Longline
Ndio dunia,Ring_net
Bora kazi,Longline
Tizamani,Trap
Zam Zam,Ring_net
Zingatia,Unknown
Eejamani,Ring_net
Tuimarike kengeja,Longline
Hasbiyaallah,Ring_net
Salum Omar Khatib,Gillnet
LAZIZI,Seine
SEAZONE,Handline
Suleiman Shariff Haji,Longline
Uwezi Jua,Seine
Uwezi Jua,Seine
Zingatia,Unknown
Cheka nao,Longline
Kwa roho safi,Handline
Jitihada,Ring_net
Nashukuru,Gillnet
Bora kazi,Longline
ZinaMola,Handline
Salum Omar Khatib,Gillnet
Kande,Handline
ZinaMola,Handline
Bora Miadi,Handline
Mwene96,Longline
Kitango,Gillnet
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
LAZIZI,Seine
Fikra zao Mkoani,Ring_net
Fikra zao Mkoani,Ring_net
Fikra zao Mkoani,Ring_net
Tuimarike kengeja,Longline
Tizamani,Trap
Imani,Handline
Imani,Handline
Bora Miadi,Handline
Zingatia,Unknown
Salum Omar Khatib,Gillnet
Bora kazi,Longline
Kwa roho safi,Handline
Nashukuru,Gillnet
Kande,Handline
ZinaMola,Handline
Zingatia,Unknown
Zam Zam,Ring_net
Sina haja,Handline
Tizamani,Trap
Mwene96,Longline
Salum Omar Khatib,Gillnet
Kitango,Gillnet
Salum Omar Khatib,Gillnet
ZinaMola,Handline
Bora Miadi,Handline
Bora kazi,Longline
Kwa roho safi,Handline
Kundi Kidawa,Handline
Suleiman Shariff Haji,Longline
ATOAE MOLA,Handline
Nashukuru,Gillnet
Imani,Handline
Kocha,Longline
Kitango,Gillnet
Zingatia,Unknown
Juma Ali Khamis,Longline
Bora kazi,Longline
Mwene96,Longline
Uzuri Ngamani,Handline
Mwene96,Longline
Hainashaka,Ring_net
Hainashaka,Ring_net
Sina haja,Handline
Jitihada,Ring_net
Juma Ali Khamis,Longline
Hainashaka,Ring_net
Tizamani,Trap
Kande,Handline
Salum Omar Khatib,Gillnet
Mwene96,Longline
Zingatia,Unknown
Kwa roho safi,Handline
Suleiman Shariff Haji,Longline
Hainashaka,Ring_net
Shufaa,Gillnet
Kitango,Gillnet
ZinaMola,Handline
Imani,Handline
ZinaMola,Handline
Niruhuda,Ring_net
Jitihada,Ring_net
Nashukuru,Gillnet
Mustafa Makame Msina,Gillnet
Mwene96,Longline
Zingatia,Unknown
Maokoto,Gillnet
Tizamani,Trap
Kwa roho safi,Handline
Salum Omar Khatib,Gillnet
Jitihada,Ring_net
Tuimarike kengeja,Longline
Juma Ali Khamis,Longline
ZinaMola,Handline
Zingatia,Unknown
Sina haja,Handline
Shufaa,Gillnet
Haina shehe,Gillnet
Mustafa Makame Msina,Gillnet
BinAyubu,Ring_net
Tuimarike kengeja,Longline
Tizamani,Trap
Juma Ali Khamis,Longline
Salum Omar Khatib,Gillnet
Haina shehe,Gillnet
Kitango,Gillnet
Kocha,Longline
ZinaMola,Handline
Zam Zam,Ring_net
Zingatia,Unknown
Sina haja,Handline
Shufaa,Gillnet
Zingatia,Unknown
Nashukuru,Gillnet
Juma Ali Khamis,Longline
Mwene96,Longline
Salum Omar Khatib,Gillnet
Tizamani,Trap
Kwa roho safi,Handline
Mustafa Makame Msina,Gillnet
Jitihada,Ring_net
Zingatia,Unknown
Nashukuru,Gillnet
Fikra zenu,Gillnet
Fikra zenu,Gillnet
Fikra zenu,Gillnet
Juma Ali Khamis,Longline
Imani,Handline
Moyo tulia,Longline
Kocha,Longline
Tatizo wao,Ring_net
Shufaa,Gillnet
Big up,Ring_net
Haina shehe,Gillnet
Sina haja,Handline
Zingatia,Unknown
ZinaMola,Handline
Zam Zam,Ring_net
Niruhuda,Ring_net
Juma Ali Khamis,Longline
Imani,Handline
Salum Omar Khatib,Gillnet
Mwene96,Longline
Mustafa Makame Msina,Gillnet
Tizamani,Trap
Zingatia,Unknown
Kwa roho safi,Handline
ZinaMola,Handline
Jitihada,Ring_net
Tatizo wao,Ring_net
Hasbiyaallah,Ring_net
Big up,Ring_net
Moyo tulia,Longline
Zingatia,Unknown
Kisuna,Ring_net
LAZIZI,Seine
Sina haja,Handline
Shufaa,Gillnet
Mustafa Makame Msina,Gillnet
Mwene96,Longline
Niruhuda,Ring_net
Uwezi Jua,Seine
Niruhuda,Ring_net
Kwa roho safi,Handline
Fikra zenu,Gillnet
Fikra zenu,Gillnet
ZinaMola,Handline
Zingatia,Unknown
Uwezi Jua,Seine
LAZIZI,Seine
Kisuna,Ring_net
Uwezi Jua,Seine
Hasbiyaallah,Ring_net
Eejamani,Ring_net
SEAZONE,Handline
Moyo tulia,Longline
Tajiri mtoto,Ring_net
Ndio dunia,Ring_net
Focus,Ring_net
Focus,Ring_net
Focus,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Big up,Ring_net
Shufaa,Gillnet
Sina haja,Handline
Nashukuru,Gillnet
Bora kazi,Longline
Tizamani,Trap
Jitihada,Ring_net
Mwene96,Longline
Imani,Handline
Tuimarike kengeja,Longline
Salum Omar Khatib,Gillnet
Mustafa Makame Msina,Gillnet
ZinaMola,Handline
Mwene96,Longline
Zingatia,Unknown
Hasbiyaallah,Ring_net
ZinaMola,Handline
Kisuna,Ring_net
Moyo tulia,Longline
Zam Zam,Ring_net
Eejamani,Ring_net
Tatizo wao,Ring_net
Big up,Ring_net
SEAZONE,Handline
Haina shehe,Gillnet
Mashaallah,Ring_net
Mashaallah,Ring_net
Tajiri mtoto,Ring_net
Segere,Gillnet
Zingatia,Unknown
Ndio dunia,Ring_net
Uwezi Jua,Seine
Bora kazi,Longline
Imani,Handline
BinAyubu,Ring_net
BinAyubu,Ring_net
BinAyubu,Ring_net
Tizamani,Trap
Mwene96,Longline
Nashukuru,Gillnet
Jitihada,Ring_net
Tuimarike kengeja,Longline
Mustafa Makame Msina,Gillnet
Fikra zenu,Gillnet
Kwa roho safi,Handline
Zingatia,Unknown
ZinaMola,Handline
Tajiri mtoto,Ring_net
LAZIZI,Seine
Tatizo wao,Ring_net
Moyo tulia,Longline
Mashaallah,Ring_net
Mashaallah,Ring_net
Big up,Ring_net
Kisuna,Ring_net
MASHALLAH,Gillnet
Eejamani,Ring_net
Ndio dunia,Ring_net
SEAZONE,Handline
Arhama,Ring_net
Hainashaka,Ring_net
Haina shehe,Gillnet
Uwezi Jua,Seine
Fikra zenu,Gillnet
Kwa roho safi,Handline
Zingatia,Unknown
Hainashaka,Ring_net
Mustafa Makame Msina,Gillnet
Jitihada,Ring_net
Imani,Handline
Juma Ali Khamis,Longline
Tizamani,Trap
Big up,Ring_net
LAZIZI,Seine
BinAyubu,Ring_net
Salum Omar Khatib,Gillnet
ZinaMola,Handline
Tuimarike kengeja,Longline
Zingatia,Unknown
Kwa roho safi,Handline
BinAyubu,Ring_net
Muomba Mungu Hachoki,Unknown
Bora Miadi,Handline
Hainashaka,Ring_net
LAZIZI,Seine
Moyo tulia,Longline
Eejamani,Ring_net
Hasbiyaallah,Ring_net
Big up,Ring_net
Arhama,Ring_net
Zam Zam,Ring_net
Zam Zam,Ring_net
MASHALLAH,Gillnet
Mashaallah,Ring_net
Mashaallah,Ring_net
Tajiri mtoto,Ring_net
Haina shehe,Gillnet
Ndio dunia,Ring_net
Zingatia,Unknown
Fikra zenu,Gillnet
Saluti Apewe Mama,Ring_net
Kisuna,Ring_net
Nashukuru,Gillnet
Hainashaka,Ring_net
Mwene96,Longline
Big up,Ring_net
Imani,Handline
Tizamani,Trap
Tatizo wao,Ring_net
Salum Omar Khatib,Gillnet
ZinaMola,Handline
Mustafa Makame Msina,Gillnet
Jitihada,Ring_net
Juma Ali Khamis,Longline
Zingatia,Unknown
Bora Miadi,Handline
Hainashaka,Ring_net
Muomba Mungu Hachoki,Unknown
LAZIZI,Seine
Fikra zenu,Gillnet
ZinaMola,Handline
Haina shehe,Gillnet
Fikra zao Mkoani,Ring_net
Arhama,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Moyo tulia,Longline
SEAZONE,Handline
Eejamani,Ring_net
Big up,Ring_net
Hasbiyaallah,Ring_net
MASHALLAH,Gillnet
Tajiri mtoto,Ring_net
Kundi Kidawa,Handline
Kundi Kidawa,Handline
Kundi Kidawa,Handline
Kundi Kidawa,Handline
Kundi Kidawa,Handline
Kundi Kidawa,Handline
Kundi Kidawa,Handline
Kundi Kidawa,Handline
Kundi Kidawa,Handline
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
ATOAE MOLA,Handline
ATOAE MOLA,Handline
ATOAE MOLA,Handline
ATOAE MOLA,Handline
ATOAE MOLA,Handline
ATOAE MOLA,Handline
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Tatizo wao,Ring_net
BinAyubu,Ring_net
Kundi Kidawa,Handline
Ndio dunia,Ring_net
Kilma moja,Trap
Sina haja,Handline
Saluti Apewe Mama,Ring_net
Maokoto,Gillnet
Uwezi Jua,Seine
Maokoto,Gillnet
Maokoto,Gillnet
Tizamani,Trap
Kisuna,Ring_net
Mwene96,Longline
Imani,Handline
Hainashaka,Ring_net
Kwa roho safi,Handline
Muomba Mungu Hachoki,Unknown
Zingatia,Unknown
Saluti Apewe Mama,Ring_net
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Kilma moja,Trap
Mashallah,Unknown
Mustafa Makame Msina,Gillnet
Tuimarike kengeja,Longline
Maokoto,Gillnet
Maokoto,Gillnet
LAZIZI,Seine
LAZIZI,Seine
Ndio dunia,Ring_net
Maokoto,Gillnet
Salum Omar Khatib,Gillnet
Bora Miadi,Handline
Hasbiyaallah,Ring_net
Moyo tulia,Longline
Fikra zao Mkoani,Ring_net
Big up,Ring_net
Niruhuda,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Eejamani,Ring_net
MASHALLAH,Gillnet
Arhama,Ring_net
Zingatia,Unknown
BinAyubu,Ring_net
Tatizo wao,Ring_net
SEAZONE,Handline
Bora kazi,Longline
Salum Omar Khatib,Gillnet
Mustafa Makame Msina,Gillnet
Kisuna,Ring_net
Imani,Handline
Tizamani,Trap
Juma Ali Khamis,Longline
Mwene96,Longline
Uwezi Jua,Seine
Kilma moja,Trap
Jitihada,Ring_net
Kwa roho safi,Handline
Zingatia,Unknown
Bora Miadi,Handline
Ndio dunia,Ring_net
ZinaMola,Handline
Muomba Mungu Hachoki,Unknown
Maokoto,Gillnet
ATOAE MOLA,Handline
ATOAE MOLA,Handline
LAZIZI,Seine
Moyo tulia,Longline
Hasbiyaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Eejamani,Ring_net
Kisuna,Ring_net
MASHALLAH,Gillnet
Big up,Ring_net
Jitihada,Ring_net
BinAyubu,Ring_net
Haina shehe,Gillnet
SEAZONE,Handline
Kilma moja,Trap
Hasbiyaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mwene96,Longline
Hainashaka,Ring_net
Bora Miadi,Handline
Saluti Apewe Mama,Ring_net
Fikra zao Mkoani,Ring_net
LAZIZI,Seine
Saluti Apewe Mama,Ring_net
Big up,Ring_net
Hasbiyaallah,Ring_net
Moyo tulia,Longline
Kisuna,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Segere,Gillnet
Ndio dunia,Ring_net
MASHALLAH,Gillnet
Mwene96,Longline
Kande,Handline
Zingatia,Unknown
Maokoto,Gillnet
Kwa roho safi,Handline
Tizamani,Trap
Bora kazi,Longline
Imani,Handline
Mashaallah,Ring_net
Mashaallah,Ring_net
ATOAE MOLA,Handline
Saluti Apewe Mama,Ring_net
ATOAE MOLA,Handline
Fikra zenu,Gillnet
Kilma moja,Trap
Uwezi Jua,Seine
Tuimarike kengeja,Longline
Maokoto,Gillnet
Kande,Handline
Bora Miadi,Handline
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Maokoto,Gillnet
Salum Omar Khatib,Gillnet
Muomba Mungu Hachoki,Unknown
Nashukuru,Gillnet
Segere,Gillnet
LAZIZI,Seine
Moyo tulia,Longline
Haina shehe,Gillnet
Mwene96,Longline
BinAyubu,Ring_net
Focus,Ring_net
Tizamani,Trap
Maokoto,Gillnet
Kilma moja,Trap
Salum Omar Khatib,Gillnet
Juma Ali Khamis,Longline
LAZIZI,Seine
Imani,Handline
Zingatia,Unknown
Bora kazi,Longline
Tuimarike kengeja,Longline
Maokoto,Gillnet
ATOAE MOLA,Handline
Segere,Gillnet
Jitihada,Ring_net
Kande,Handline
Fikra zenu,Gillnet
Bora Miadi,Handline
Mwene96,Longline
Tizamani,Trap
Nashukuru,Gillnet
Tuimarike kengeja,Longline
Kilma moja,Trap
Mwene96,Longline
Bora Miadi,Handline
ZinaMola,Handline
